,address_line,birth_date,city,country,email,first_name,full_address,join_date,last_name,latitude,longitude,member_id,membership_length,phone_number,postal_code,state
473,196 EGLINTON AVENUE EAST SUITE 14,1985-08-29,TORONTO,Canada,ldreierd5@businessweek.com,Lyndell,"196 EGLINTON AVENUE EAST SUITE 14 , TORONTO , ON",2017-01-12,Dreier,,,286,5.0,804-880-0549,M4P1K2,ON
474,79 ELM AVE,1993-06-15,TORONTO,Canada,mseabourned6@eventbrite.com,Marylou,"79 ELM AVE , TORONTO , ON",2017-05-25,Seabourne,,,331,6.0,651-543-5035,M4W1N9,ON
475,2-89 VIRGINIA AVE C/O LIISA TURKELI,1983-01-16,EAST YORK,Canada,eleballd7@wisc.edu,Elaina,"2-89 VIRGINIA AVE C/O LIISA TURKELI , EAST YORK , ON",2015-09-28,Le Ball,,,29,3.0,574-312-0145,M4C2T1,ON
476,1003-22 WELLESLEY ST,1989-05-04,TORONTO,Canada,akydded8@biglobe.ne.jp,Anjela,"1003-22 WELLESLEY ST , TORONTO , ON",2016-10-01,Kydde,,,311,6.0,509-143-3840,M4Y1G3,ON
477,12 MORTIMER AVE,1989-03-18,EAST YORK,Canada,ajohnseyd9@twitpic.com,Alberta,"12 MORTIMER AVE , EAST YORK , ON",2016-03-08,Johnsey,,,654,7.0,210-740-3027,M4K1Z8,ON
478,2-1185 WOODBINE AVE,,EAST YORK,,ldiganceda@vkontakte.ru,Lorita,"2-1185 WOODBINE AVE , EAST YORK , ON",2017-07-12,Digance,,,884,,,M4C4E1,ON
479,17 RICHARD AVE,1979-09-19,TORONTO,Canada,acaskeydb@ning.com,Aurthur,"17 RICHARD AVE , TORONTO , ON",2017-05-19,Caskey,,,372,8.0,832-993-1824,M4L1W8,ON
480,1012-123 EGLINGTON AVE E,1996-04-16,TORONTO,Canada,speyesdc@fastcompany.com,Selig,"1012-123 EGLINGTON AVE E , TORONTO , ON",2017-02-07,Peyes,,,99,7.0,212-912-5622,M4P1J2,ON
481,304-75 THORNCLIFFE PARK DR,1987-02-18,EAST YORK,Canada,bkohendd@stanford.edu,Barnabas,"304-75 THORNCLIFFE PARK DR , EAST YORK , ON",2017-01-22,Kohen,,,893,3.0,916-900-7621,M4H1L4,ON
482,304-75 THORNCLIFFE PARK DR,1996-06-06,TORONTO,Canada,htomaellode@usatoday.com,Hillard,"304-75 THORNCLIFFE PARK DR , TORONTO , ON",2017-07-14,Tomaello,,,784,9.0,719-770-6418,M4H1L4,ON
483,121 GREENWOOD AVE,1983-11-22,TORONTO,Canada,cclausendf@census.gov,Cly,"121 GREENWOOD AVE , TORONTO , ON",2016-11-03,Clausen,,,91,6.0,626-828-3965,M4L2P8,ON
484,APPT NO 1415 235 BLOOR STREET EAST,1987-11-17,TORONTO,Canada,slorensdg@craigslist.org,Sullivan,"APPT NO 1415 235 BLOOR STREET EAST , TORONTO , ON",2017-01-05,Lorens,,,812,10.0,602-122-7774,M4W3Y3,ON
485,46 LEACREST RD APT1,1999-10-13,EAST YORK,Canada,smatyatindh@economist.com,Sigismondo,"46 LEACREST RD APT1 , EAST YORK , ON",2017-07-27,Matyatin,,,908,10.0,917-780-8615,M4G1E6,ON
486,2603-33 WOOD ST,1986-04-11,TORONTO,Canada,ibattedi@mayoclinic.com,Ingaberg,"2603-33 WOOD ST , TORONTO , ON",2015-11-24,Batte,,,572,9.0,415-807-4155,M4Y2P8,ON
487,1504-730 ONTARIO ST,1983-02-22,TORONTO,Canada,ltanserdj@google.com.br,Lincoln,"1504-730 ONTARIO ST , TORONTO , ON",2016-02-20,Tanser,,,900,1.0,812-298-3663,M4X1N3,ON
488,102-1065 VICTORIA PARK AVE,1976-12-10,SCARBOROUGH,Canada,ccabreradk@bizjournals.com,Cyb,"102-1065 VICTORIA PARK AVE , SCARBOROUGH , ON",2016-07-06,Cabrera,,,323,8.0,203-419-0577,M4B2J7,ON
489,3 - 3359 YONGE STREET,1977-01-14,TORONTO,Canada,nbernardodl@wikipedia.org,Nerty,"3 - 3359 YONGE STREET , TORONTO , ON",2015-03-13,Bernardo,,,715,4.0,713-821-4183,M4N2M6,ON
490,31 ASHDALE AVE,1983-08-05,TORONTO,Canada,ebaldcockdm@time.com,Evie,"31 ASHDALE AVE , TORONTO , ON",2016-01-04,Baldcock,,,716,5.0,727-817-1332,M4L2Y6,ON
491,18 SOMERS AVE,1996-12-28,EAST YORK,Canada,dosburndn@latimes.com,Dorella,"18 SOMERS AVE , EAST YORK , ON",2016-02-12,Osburn,,,184,9.0,918-277-2719,M4J1W3,ON
492,197 COLERIDGE AVE,1994-11-15,TORONTO,Canada,amynettdo@amazonaws.com,Aryn,"197 COLERIDGE AVE , TORONTO , ON",2015-11-25,Mynett,,,994,8.0,617-757-7356,M4C4H8,ON
493,206-54 MARIGOLD AVE,1997-10-23,TORONTO,Canada,dguyondp@cafepress.com,Dolf,"206-54 MARIGOLD AVE , TORONTO , ON",2016-01-15,Guyon,,,726,9.0,602-710-3824,M4M3B2,ON
494,1709-71 THORNCLIFFE PARK DR,,EAST YORK,,ekirragedq@com.com,Earle,"1709-71 THORNCLIFFE PARK DR , EAST YORK , ON",2017-04-22,Kirrage,,,490,,,M4H1L3,ON
495,140 ROSLIN AVE,1998-02-16,TORONTO,Canada,cskeermerdr@pbs.org,Cathie,"140 ROSLIN AVE , TORONTO , ON",2015-06-07,Skeermer,,,502,1.0,914-756-6786,M4N1Z4,ON
496,140 ROSLIN AVE,1995-12-10,TORONTO,Canada,mbascombeds@yahoo.com,Maddie,"140 ROSLIN AVE , TORONTO , ON",2016-05-26,Bascombe,,,112,6.0,407-496-4265,M4N1Z4,ON
497,20 LESLIE STREET  SUITE 104,1985-01-09,TORONTO,Canada,rcarberydt@rediff.com,Roselin,"20 LESLIE STREET  SUITE 104 , TORONTO , ON",2016-08-25,Carbery,,,243,6.0,909-705-6134,M4M3L4,ON
498,6 MILEPOST PL UNIT 202,1982-04-16,TORONTO,Canada,tattriedu@home.pl,Timothy,"6 MILEPOST PL UNIT 202 , TORONTO , ON",2015-11-14,Attrie,,,357,9.0,817-102-5028,M4H1C9,ON
499,9 GLEN RD APT 4,1982-08-03,TORONTO,Canada,hleaveydv@eventbrite.com,Haleigh,"9 GLEN RD APT 4 , TORONTO , ON",2015-09-23,Leavey,,,669,9.0,480-401-8491,M4X1M4,ON
500,409-59 EDGEWOOD AVE,1977-03-17,TORONTO,Canada,mabbessdw@delicious.com,Madalena,"409-59 EDGEWOOD AVE , TORONTO , ON",2016-01-08,Abbess,,,111,8.0,225-817-0686,M4L3G9,ON
501,107-291 AVENUE RD,1981-05-02,TORONTO,Canada,lcooksleydx@mac.com,Laryssa,"107-291 AVENUE RD , TORONTO , ON",2016-09-01,Cooksley,,,722,4.0,702-673-4762,M4V2G9,ON
502,510-105 ISABELLA ST,1990-11-03,TORONTO,Canada,bheggadondy@linkedin.com,Base,"510-105 ISABELLA ST , TORONTO , ON",2016-01-21,Heggadon,,,760,9.0,212-680-3964,M4Y1N9,ON
503,811-85 WELLESLEY ST E,1994-05-23,TORONTO,Canada,bfabbrodz@ted.com,Bethina,"811-85 WELLESLEY ST E , TORONTO , ON",2015-09-23,Fabbro,,,117,10.0,770-802-0537,M4Y1H8,ON
504,511-145 STRATMORE BLVD,1988-08-18,TORONTO,Canada,abraggintone0@ezinearticles.com,Afton,"511-145 STRATMORE BLVD , TORONTO , ON",2015-07-01,Bragginton,,,33,1.0,508-328-5015,M4J4Y9,ON
505,15 THORNCLIFFE PARK DR APT 311,1992-11-08,EAST YORK,Canada,ccoshe1@nature.com,Clair,"15 THORNCLIFFE PARK DR APT 311 , EAST YORK , ON",2016-09-01,Cosh,,,414,9.0,434-438-6440,M4H1H6,ON
506,1511-55 MAITLAND ST,,TORONTO,,mcamoyse2@upenn.edu,Megen,"1511-55 MAITLAND ST , TORONTO , ON",2017-02-13,Camoys,,,422,,,M4Y1C9,ON
507,35 FURNIVAL RD,1984-12-14,EAST YORK,Canada,cdobrovolskie3@netscape.com,Christyna,"35 FURNIVAL RD , EAST YORK , ON",2017-09-08,Dobrovolski,,,915,8.0,907-291-8034,M4B1W4,ON
508,214 WELLESLEY STREET E APT 302,1992-07-04,TORONTO,Canada,tleybande4@fema.gov,Tucker,"214 WELLESLEY STREET E APT 302 , TORONTO , ON",2016-07-13,Leyband,,,393,2.0,321-538-1262,M4X1G2,ON
509,87 HOLBORNE AVE,1993-08-18,EAST YORK,Canada,dcominolie5@google.cn,Dorothea,"87 HOLBORNE AVE , EAST YORK , ON",2015-09-27,Cominoli,,,161,5.0,214-926-1423,M4C2R3,ON
510,87 HOLBORNE AVE,1998-02-12,TORONTO,Canada,jmityushkine6@intel.com,Joline,"87 HOLBORNE AVE , TORONTO , ON",2016-02-10,Mityushkin,,,463,10.0,626-408-6897,M4C2R3,ON
511,75-66 WALPOLE AVE C/O KARA NICHOL,1980-11-22,TORONTO,Canada,dmaxwelle7@opensource.org,Deanna,"75-66 WALPOLE AVE C/O KARA NICHOL , TORONTO , ON",2015-02-28,Maxwell,,,422,1.0,719-893-4508,M4L3W5,ON
512,366 BALLIOL ST,1989-01-17,TORONTO,Canada,emcmanamene8@craigslist.org,Enrique,"366 BALLIOL ST , TORONTO , ON",2016-02-01,McManamen,,,527,9.0,212-609-3112,M4S1E2,ON
513,366 BALLIOL ST,1988-07-22,TORONTO,Canada,ccunniame9@youtu.be,Chico,"366 BALLIOL ST , TORONTO , ON",2015-05-27,Cunniam,,,97,4.0,310-696-9064,M4S1E2,ON
514,42 TORBRICK RD,1977-04-06,TORONTO,Canada,skochlinea@linkedin.com,Silvana,"42 TORBRICK RD , TORONTO , ON",2015-06-06,Kochlin,,,433,1.0,772-585-5314,M4J4Z5,ON
515,54 DONLANDS AVE BASEMENT,1986-03-31,TORONTO,Canada,sprattingtoneb@digg.com,Sonia,"54 DONLANDS AVE BASEMENT , TORONTO , ON",2016-11-11,Prattington,,,526,1.0,239-757-3478,M4J3N8,ON
516,488 BSMNT KINGSTON ROAD,1997-12-05,TORONTO,Canada,cwarcopec@google.pl,Cyb,"488 BSMNT KINGSTON ROAD , TORONTO , ON",2016-04-05,Warcop,,,259,8.0,267-253-7288,M4K1V3,ON
517,66 WALPOLE AVE UNIT 3,1989-07-07,TORONTO,Canada,astowelled@free.fr,Anderson,"66 WALPOLE AVE UNIT 3 , TORONTO , ON",2015-10-15,Stowell,,,228,1.0,412-157-3016,M4L3W5,ON
518,44 HAMILTON ST UNIT 1,1977-01-14,TORONTO,Canada,sgornaree@is.gd,Saunderson,"44 HAMILTON ST UNIT 1 , TORONTO , ON",2016-09-06,Gornar,,,51,5.0,508-712-6632,M4M3K4,ON
519,2601- 88 BLOOR ST E,1980-11-26,TORONTO,Canada,hyuryaevef@foxnews.com,Haskell,"2601- 88 BLOOR ST E , TORONTO , ON",2016-03-11,Yuryaev,,,845,2.0,210-451-4295,M4W3G9,ON
520,2103-9 CRESCENT PL,1985-07-17,EAST YORK,Canada,bsteptoeeg@woothemes.com,Britta,"2103-9 CRESCENT PL , EAST YORK , ON",2017-01-21,Steptoe,,,767,9.0,214-902-4984,M4C5L8,ON
521,104 GOODWOOD PARK CRT SUITE 412,1986-03-24,TORONTO,Canada,randriuzzieh@ask.com,Rutter,"104 GOODWOOD PARK CRT SUITE 412 , TORONTO , ON",2015-02-07,Andriuzzi,,,74,1.0,941-389-1701,M4C2G9,ON
522,302 7 PARK VISTA,1978-06-23,EAST YORK,Canada,zlepineei@google.com.br,Zitella,"302 7 PARK VISTA , EAST YORK , ON",2017-09-02,Le Pine,,,170,2.0,856-966-8529,M4B1A4,ON
523,409-1833 BAYVIEW AVE,1977-04-30,EAST YORK,Canada,jbreacheej@smh.com.au,Jack,"409-1833 BAYVIEW AVE , EAST YORK , ON",2016-10-25,Breache,,,430,4.0,832-578-9341,M4G3E2,ON
524,508-942 YONGE ST,1989-05-09,TORONTO,Canada,lstairmondek@xinhuanet.com,Lind,"508-942 YONGE ST , TORONTO , ON",2015-08-14,Stairmond,,,909,6.0,773-231-1113,M4W3S8,ON
525,390 DAWES ROAD APT 205,1989-04-18,TORONTO,Canada,scorcutel@whitehouse.gov,Sukey,"390 DAWES ROAD APT 205 , TORONTO , ON",2016-10-12,Corcut,,,114,6.0,952-150-7642,M4B2E5,ON
526,707-225 WELLESLEY ST E,1980-10-01,TORONTO,Canada,goverlandem@time.com,Gray,"707-225 WELLESLEY ST E , TORONTO , ON",2016-12-06,Overland,,,459,10.0,518-950-5709,M4X1X8,ON
527,240 O'CONNOR DR,,TORONTO,,achristonen@wsj.com,Amelie,"240 O'CONNOR DR , TORONTO , ON",2015-11-21,Christon,,,680,,,M4J2T4,ON
528,27 OAK PARK AVE,1985-11-28,TORONTO,Canada,gstairmondeo@creativecommons.org,Grayce,"27 OAK PARK AVE , TORONTO , ON",2015-02-28,Stairmond,,,608,9.0,260-682-9656,M4C4L8,ON
529,1BLOOR SR EAST,,TORONTO,,lgoadsbyep@alibaba.com,Lorant,"1BLOOR SR EAST , TORONTO , ON",2017-11-01,Goadsby,,,676,,,M4E1H2,ON
530,101-10 BRIAN PECK CRES,1984-03-10,EAST YORK,Canada,mohallaganeq@jiathis.com,Marietta,"101-10 BRIAN PECK CRES , EAST YORK , ON",2016-01-01,O'Hallagan,,,733,3.0,515-181-0618,M4G4K4,ON
531,125 BRENTCLIFFE RD,1982-06-26,TORONTO,Canada,bblooder@geocities.com,Bayard,"125 BRENTCLIFFE RD , TORONTO , ON",2016-10-21,Blood,,,629,8.0,313-603-7934,M4G3Y7,ON
532,412-111 LAWTON BLVD,1990-05-16,TORONTO,Canada,sspelmanes@webs.com,Sky,"412-111 LAWTON BLVD , TORONTO , ON",2016-07-05,Spelman,,,32,1.0,516-518-8636,M4V1Z9,ON
533,611-300 BLOOR ST E,1981-11-06,TORONTO,Canada,sdouceet@skype.com,Symon,"611-300 BLOOR ST E , TORONTO , ON",2016-09-16,Douce,,,453,5.0,281-373-5493,M4W3Y2,ON
534,78 LEWIS ST,1997-03-11,TORONTO,Canada,plindbergheu@cocolog-nifty.com,Patton,"78 LEWIS ST , TORONTO , ON",2017-10-12,Lindbergh,,,881,3.0,773-151-5449,M4M2H3,ON
535,135 ISABELLA ST 702,1997-07-30,TORONTO,Canada,vnealeyev@friendfeed.com,Vale,"135 ISABELLA ST 702 , TORONTO , ON",2016-03-06,Nealey,,,437,1.0,972-626-9455,M4Y1P4,ON
536,100 GLOUCESTER STREET 716,1994-08-29,TORONTO,Canada,rbellangerew@mozilla.org,Rik,"100 GLOUCESTER STREET 716 , TORONTO , ON",2015-10-03,Bellanger,,,171,1.0,501-108-7752,M4Y1M1,ON
537,206-525 LOGAN AVE C/O JOHN HERD,1997-08-28,TORONTO,Canada,bkiffeex@godaddy.com,Bevan,"206-525 LOGAN AVE C/O JOHN HERD , TORONTO , ON",2017-11-15,Kiffe,,,372,4.0,813-719-3033,M4K3B3,ON
538,985 DANFORTH AVE,1979-08-13,TORONTO,Canada,nhumbatchey@webs.com,Nico,"985 DANFORTH AVE , TORONTO , ON",2016-05-10,Humbatch,,,177,5.0,602-367-9374,M4J1M1,ON
539,155 BALLIOL ST APT   608,,TORONTO,,lairthez@thetimes.co.uk,Ludvig,"155 BALLIOL ST APT   608 , TORONTO , ON",2016-01-18,Airth,,,547,,,M4S1C4,ON
540,1023 PAPE AVENUE,1981-07-04,EAST YORK,Canada,gwalburnf0@ibm.com,Germana,"1023 PAPE AVENUE , EAST YORK , ON",2015-09-26,Walburn,,,363,8.0,408-942-2114,M4K3W1,ON
541,1309-37 GROSVENOR ST,1987-09-19,TORONTO,Canada,erenekef1@illinois.edu,Eugenius,"1309-37 GROSVENOR ST , TORONTO , ON",2016-10-21,Reneke,,,866,5.0,209-993-3084,M4Y3G5,ON
542,1621-49 THORNCLIFF PARK DRIVE,1990-12-04,TORONTO,Canada,rhaughtonf2@samsung.com,Richie,"1621-49 THORNCLIFF PARK DRIVE , TORONTO , ON",2017-02-24,Haughton,,,528,8.0,602-794-7043,M4H1J6,ON
543,4 BLYTH HILL RD,1978-11-23,NORTH YORK,Canada,ldommersenf3@theatlantic.com,Lenora,"4 BLYTH HILL RD , NORTH YORK , ON",2015-07-21,Dommersen,,,83,7.0,412-777-7715,M4N3L4,ON
544,108-2 SWIFT DR APT,1984-03-03,NORTH YORK,Canada,wpaumierf4@ihg.com,Wilhelmina,"108-2 SWIFT DR APT , NORTH YORK , ON",2015-05-01,Paumier,,,125,8.0,760-778-8914,M4A2A2,ON
545,1309 DANFORTH AVE,1991-09-16,TORONTO,Canada,ncounterf5@shop-pro.jp,Nannette,"1309 DANFORTH AVE , TORONTO , ON",2016-05-06,Counter,,,920,6.0,501-863-8326,M4J1M8,ON
546,708-102 GOODWOOD PARK CRT,,EAST YORK,,doglevief6@reuters.com,Dannye,"708-102 GOODWOOD PARK CRT , EAST YORK , ON",2017-10-08,Oglevie,,,860,,,M4C2G8,ON
547,26 ALCORN AVE,1997-04-12,TORONTO,Canada,skisbyf7@blogspot.com,Seana,"26 ALCORN AVE , TORONTO , ON",2017-01-09,Kisby,,,452,9.0,915-579-0179,M4V1E4,ON
548,57 DUVERNET AVE,1981-02-27,TORONTO,Canada,wblissittf8@wikipedia.org,Will,"57 DUVERNET AVE , TORONTO , ON",2016-08-26,Blissitt,,,441,8.0,717-670-9707,M4L2G8,ON
549,73 YARDLEY AVE,1998-04-23,TORONTO,Canada,skettlewellf9@csmonitor.com,Steward,"73 YARDLEY AVE , TORONTO , ON",2015-04-01,Kettlewell,,,837,5.0,808-536-2956,M4B2A9,ON
550,93 BILLINGS AVE,1983-10-25,TORONTO,Canada,msaltfa@economist.com,Marjory,"93 BILLINGS AVE , TORONTO , ON",2016-02-22,Salt,,,742,1.0,517-921-9124,M4L2S3,ON
551,223 QUEENSDALE AVE,1986-01-22,TORONTO,Canada,hsutheringtonfb@state.tx.us,Hildy,"223 QUEENSDALE AVE , TORONTO , ON",2017-09-18,Sutherington,,,766,6.0,850-386-8026,M4C2B1,ON
552,1003-6 PARK VISTA,1984-05-13,TORONTO,Canada,bvasyutinfc@hexun.com,Bealle,"1003-6 PARK VISTA , TORONTO , ON",2015-09-10,Vasyutin,,,890,10.0,213-579-6291,M4B1A2,ON
553,73 ORCHARD PARK BLVD,1994-02-02,TORONTO,Canada,zgreenmonfd@netlog.com,Zane,"73 ORCHARD PARK BLVD , TORONTO , ON",2016-07-08,Greenmon,,,993,8.0,315-428-0662,M4L3E3,ON
554,1511-40 ALEXANDER ST,1998-10-13,TORONTO,Canada,drenshawfe@de.vu,Dorisa,"1511-40 ALEXANDER ST , TORONTO , ON",2017-08-20,Renshaw,,,70,10.0,818-355-7202,M4Y1B5,ON
555,146 AMELIA ST,1999-04-19,TORONTO,Canada,eheaffeyff@fastcompany.com,Elaine,"146 AMELIA ST , TORONTO , ON",2015-01-08,Heaffey,,,677,7.0,910-351-7179,M4X1E4,ON
556,146 AMELIA ST,1990-07-29,TORONTO,Canada,jreinertfg@xinhuanet.com,Jeffy,"146 AMELIA ST , TORONTO , ON",2017-12-14,Reinert,,,363,8.0,415-502-1158,M4X1E4,ON
557,18 BALFOUR AVENUE,1991-02-11,TORONTO,Canada,bcantosfh@netscape.com,Barrie,"18 BALFOUR AVENUE , TORONTO , ON",2017-11-17,Cantos,,,137,3.0,719-822-1172,M4C1T5,ON
558,18 BALFOUR AVENUE,1981-10-23,TORONTO,Canada,rkeyndfi@wiley.com,Rubetta,"18 BALFOUR AVENUE , TORONTO , ON",2016-01-15,Keynd,,,138,4.0,941-252-5534,M4C1T5,ON
559,33 ORCHARD VIEW BOULEVARD APT 1803,1986-08-30,TORONTO,Canada,sfrierfj@hud.gov,Sutherlan,"33 ORCHARD VIEW BOULEVARD APT 1803 , TORONTO , ON",2017-12-02,Frier,,,500,5.0,816-493-6940,M4R2E9,ON
560,19 SPROAT AVE,1987-08-19,TORONTO,Canada,amcgiffiefk@163.com,Ailina,"19 SPROAT AVE , TORONTO , ON",2015-11-05,McGiffie,,,370,2.0,361-530-8360,M4M1W3,ON
561,505-77 HOWARD ST,1989-01-15,TORONTO,Canada,ccrownshawfl@technorati.com,Carlynn,"505-77 HOWARD ST , TORONTO , ON",2015-02-16,Crownshaw,,,91,9.0,304-193-2149,M4X1J9,ON
562,65 HALSEY AVE APT 710,1980-01-31,TORONTO,Canada,lkehrifm@jiathis.com,Lotti,"65 HALSEY AVE APT 710 , TORONTO , ON",2016-07-26,Kehri,,,849,8.0,904-850-4516,M4B1A7,ON
563,105 - 36 CASTLE FRANK R #D,1989-09-28,TORONTO,Canada,pheigoldfn@bandcamp.com,Perri,"105 - 36 CASTLE FRANK R #D , TORONTO , ON",2016-10-13,Heigold,,,882,3.0,740-138-9179,M4W2Z7,ON
564,45 OAKCREST AVE,1978-08-10,TORONTO,Canada,sstockenfo@over-blog.com,Sherie,"45 OAKCREST AVE , TORONTO , ON",2016-04-04,Stocken,,,572,5.0,239-595-2729,M4C1B4,ON
565,20 FRANCES LORING LANE,1983-06-10,TORONTO,Canada,tbissetfp@sbwire.com,Tommie,"20 FRANCES LORING LANE , TORONTO , ON",2017-01-19,Bisset,,,738,3.0,317-993-8174,M4M3E8,ON
566,7 BLAIR ST,1982-10-11,TORONTO,Canada,gkillingbeckfq@t.co,Garvin,"7 BLAIR ST , TORONTO , ON",2015-09-26,Killingbeck,,,799,8.0,954-576-4147,M4B3N5,ON
567,16 CARDIFF RD,1982-11-07,TORONTO,Canada,aabbiefr@acquirethisname.com,Adair,"16 CARDIFF RD , TORONTO , ON",2017-06-18,Abbie,,,688,2.0,415-581-2242,M4P2N7,ON
568,2107-2575 DANFORTH AVE,1984-06-08,TORONTO,Canada,lchownfs@mlb.com,Lambert,"2107-2575 DANFORTH AVE , TORONTO , ON",2016-02-18,Chown,,,700,5.0,202-279-9322,M4C1L5,ON
569,401#900-MOUNT PLEASANT RD,1997-09-16,TORONTO,Canada,brawetft@ebay.com,Bobby,"401#900-MOUNT PLEASANT RD , TORONTO , ON",2015-08-18,Rawet,,,636,3.0,901-803-4961,M4P3J9,ON
570,121 BRIAR HILL AVE,1987-02-17,TORONTO,Canada,biacobassifu@furl.net,Blakelee,"121 BRIAR HILL AVE , TORONTO , ON",2017-02-03,Iacobassi,,,99,8.0,503-121-8046,M4R1H8,ON
571,23 HUTTON AVE,1987-07-12,EAST YORK,Canada,kmessomfv@ow.ly,Kimmie,"23 HUTTON AVE , EAST YORK , ON",2015-01-03,Messom,,,428,10.0,505-876-2447,M4C3L2,ON
572,607-50 THORNCLIFFE PARK DR,1994-02-12,EAST YORK,Canada,munderdownfw@dagondesign.com,Marcella,"607-50 THORNCLIFFE PARK DR , EAST YORK , ON",2016-10-02,Underdown,,,384,6.0,219-342-6233,M4H1K4,ON
573,218 GLENGROVE AVE W,1979-06-28,TORONTO,Canada,jhorsellfx@myspace.com,Jehanna,"218 GLENGROVE AVE W , TORONTO , ON",2015-03-11,Horsell,,,944,9.0,720-369-8542,M4R1P3,ON
574,2181 YONGE ST #2511,1986-01-05,TORONTO,Canada,kyarnfy@twitpic.com,Kaspar,"2181 YONGE ST #2511 , TORONTO , ON",2015-02-23,Yarn,,,389,9.0,843-879-5542,M4S3H7,ON
575,2511-2181 YONGE ST,1979-07-07,TORONTO,Canada,kgavanfz@a8.net,Kerri,"2511-2181 YONGE ST , TORONTO , ON",2017-11-07,Gavan,,,481,9.0,520-484-2906,M4S3H7,ON
576,85 WELLESLEY ST APT 609,,TORONTO,,jbletcherg0@mysql.com,Janis,"85 WELLESLEY ST APT 609 , TORONTO , ON",2015-08-05,Bletcher,,,857,,,M4Y1H8,ON
577,1215-700 ONTARIO ST,1998-11-03,TORONTO,Canada,lgiannassig1@joomla.org,Lane,"1215-700 ONTARIO ST , TORONTO , ON",2017-06-19,Giannassi,,,780,4.0,515-228-3956,M4X1N2,ON
578,1215-700 ONTARIO ST,1995-03-01,TORONTO,Canada,lvickorsg2@toplist.cz,Leese,"1215-700 ONTARIO ST , TORONTO , ON",2016-08-26,Vickors,,,894,8.0,813-432-0285,M4X1N2,ON
579,688 MILVERTON BLVD,1991-03-04,TORONTO,Canada,rcharmang3@sphinn.com,Reinold,"688 MILVERTON BLVD , TORONTO , ON",2017-12-08,Charman,,,197,8.0,202-284-0768,M4C1X9,ON
580,3-136 SCARBOROUGH RD,1993-04-04,TORONTO,Canada,anisuisg4@a8.net,Aleta,"3-136 SCARBOROUGH RD , TORONTO , ON",2017-11-28,Nisuis,,,385,6.0,714-854-1940,M4E3M6,ON
581,53 WROXETER AVE,1990-09-21,TORONTO,Canada,fredgroveg5@vimeo.com,Fayth,"53 WROXETER AVE , TORONTO , ON",2017-10-24,Redgrove,,,579,9.0,316-838-3606,M4J1E7,ON
582,216-66 ISABELLA ST,1992-04-03,TORONTO,Canada,mshulverg6@foxnews.com,Mariya,"216-66 ISABELLA ST , TORONTO , ON",2015-09-26,Shulver,,,662,3.0,302-910-0947,M4Y1N3,ON
583,512-45 SUNRISE AVE,1985-01-28,NORTH YORK,Canada,fyarrallg7@marriott.com,Freeman,"512-45 SUNRISE AVE , NORTH YORK , ON",2015-11-11,Yarrall,,,91,9.0,212-536-5146,M4A2S3,ON
584,921 GREENWOOD AVE,1980-04-26,TORONTO,Canada,dvolksg8@blogtalkradio.com,Drake,"921 GREENWOOD AVE , TORONTO , ON",2016-01-08,Volks,,,952,4.0,816-139-0779,M4J4C2,ON
585,18 THURSTON RD,1999-01-20,TORONTO,Canada,bspaxmang9@e-recht24.de,Burty,"18 THURSTON RD , TORONTO , ON",2015-07-04,Spaxman,,,862,9.0,757-679-7228,M4S2V7,ON
586,71 BOARDWALK DR,1988-11-14,TORONTO,Canada,bdulakega@mysql.com,Barty,"71 BOARDWALK DR , TORONTO , ON",2016-10-17,Dulake,,,934,9.0,864-994-1881,M4L3Z4,ON
587,158 CRESCENT RD UNIT 305,1986-12-01,TORONTO,Canada,athurlinggb@shinystat.com,Adelice,"158 CRESCENT RD UNIT 305 , TORONTO , ON",2017-04-25,Thurling,,,962,7.0,515-555-1719,M4W1V2,ON
588,123 EGLINTON AVE E GPH4,,TORONTO,,trodbournegc@mozilla.org,Terrance,"123 EGLINTON AVE E GPH4 , TORONTO , ON",2016-12-06,Rodbourne,,,587,,,M4P1J2,ON
589,123 EGLINTON AVE E GPH4,1983-09-05,TORONTO,Canada,hisetongd@ucoz.ru,Halimeda,"123 EGLINTON AVE E GPH4 , TORONTO , ON",2015-09-04,Iseton,,,316,4.0,626-961-2491,M4P1J2,ON
590,124 BROADWAY AVE APT   208,1996-02-28,TORONTO,Canada,iannearge@buzzfeed.com,Inglebert,"124 BROADWAY AVE APT   208 , TORONTO , ON",2015-10-27,Annear,,,339,4.0,773-321-4430,M4P1V8,ON
591,2007-50 CAMBRIDGE AVE,1987-06-15,TORONTO,Canada,mmuddlegf@chron.com,Morna,"2007-50 CAMBRIDGE AVE , TORONTO , ON",2015-10-20,Muddle,,,987,5.0,321-542-9239,M4K2L3,ON
592,263 BOSTON AVE,1989-11-01,TORONTO,Canada,hclawsleygg@timesonline.co.uk,Holly,"263 BOSTON AVE , TORONTO , ON",2016-11-05,Clawsley,,,155,9.0,504-866-2454,M4M2V4,ON
593,14 STANHOPE AVE,1984-03-30,TORONTO,Canada,lpollingtongh@plala.or.jp,Leora,"14 STANHOPE AVE , TORONTO , ON",2016-09-22,Pollington,,,831,10.0,757-476-5628,M4K3N5,ON
594,37 HUNTLEY STREET,1983-06-20,TORONTO,Canada,dblenkensopgi@cmu.edu,Donia,"37 HUNTLEY STREET , TORONTO , ON",2015-12-18,Blenkensop,,,248,2.0,214-989-0003,M4Y2K9,ON
