address_line,birth_date,city,country,email,first_name,join_date,last_name,latitude,longitude,member_id,membership_length,phone_number,postal_code,state
14 STANHOPE AVE,3/30/84,TORONTO,Canada,lpollingtongh@plala.or.jp,Leora,9/22/16,Pollington,43.6938985,-79.3519149,831,10,757-476-5628,M4K3N5,ON
37 HUNTLEY STREET,6/20/83,TORONTO,Canada,dblenkensopgi@cmu.edu,Donia,12/18/15,Blenkensop,43.6700039,-79.3781553,248,2,214-989-0003,M4Y2K9,ON
134 BANFF RD,12/28/79,TORONTO,Canada,etolomeigj@storify.com,Ealasaid,11/13/17,Tolomei,43.7109515,-79.3828841,475,1,318-227-6537,M4P2P5,ON
500 SHERBOURNE ST APT 1709,,TORONTO,,teastmeadgk@webs.com,Teresa,2/23/17,Eastmead,43.6679145,-79.3756807,548,,,M4X1L1,ON
183 ROEHAMPTON AVE BASEMENT APRTMENT,8/25/95,TORONTO,Canada,cellgl@addtoany.com,Coral,8/4/15,Ell,43.7089549,-79.3930529,470,5,682-306-4736,M4P1R4,ON
100 GLOUCESTER STREET UNIT 1103,2/2/83,TORONTO,Canada,kpinchongm@google.es,Kennan,5/17/17,Pinchon,43.6680239,-79.3796342,496,8,904-166-3904,M4Y1M1,ON
27 CROSSOVERS ST,6/29/96,TORONTO,Canada,lberthotgn@omniture.com,Lynnelle,9/5/15,Berthot,43.6855476,-79.2969229,309,9,318-524-5303,M4E3X2,ON
45 VICTORIA PARK AVE,5/17/94,SCARBOROUGH,Canada,sconneelygo@so-net.ne.jp,Sharla,5/15/16,Conneely,43.6764084,-79.2808822,377,6,417-642-3553,M4E3S1,ON
152 SPARKHALL AVE,12/27/92,TORONTO,Canada,bwaithgp@domainmarket.com,Burty,8/17/15,Waith,43.6725087,-79.3486481,941,1,303-780-9119,M4K1G8,ON
275 MAIN ST  APT 601,8/10/82,TORONTO,Canada,btaffeegq@theatlantic.com,Bridgette,10/18/16,Taffee,43.6876027,-79.3010509,185,5,419-758-6212,M4C4X4,ON
2406-140 ERSKINE AVE,5/13/78,TORONTO,Canada,hcorkegr@dailymotion.com,Harlen,5/25/15,Corke,43.7128484,-79.3939084,514,1,847-609-4355,M4P1Z2,ON
2604-565 SHERBOURNE ST,3/3/96,TORONTO,Canada,kdmisekgs@google.com.br,Killy,2/17/15,Dmisek,43.6701773,-79.3756491,465,2,716-248-1709,M4X1W7,ON
45 CHARLES ST E #1801,9/12/99,TORONTO,Canada,blinsteadgt@bloomberg.com,Bax,9/3/17,Linstead,43.6687756,-79.3839965,697,2,432-935-4567,M4Y0B8,ON
8 COLEMAN AVE,11/3/98,TORONTO,Canada,omingauldgu@examiner.com,Orsola,4/21/15,Mingauld,43.6896785,-79.3005085,878,10,907-165-5881,M4C1P7,ON
70 GLENVALE BLVD,7/7/90,EAST YORK,Canada,cgoslinggv@ebay.com,Chester,3/15/17,Gosling,43.7172818,-79.373302,604,2,765-253-8279,M4G2V6,ON
40 FERRIER AVENUE,8/1/85,TORONTO,Canada,mbaldrygw@loc.gov,Missy,1/24/17,Baldry,43.6793582,-79.3490244,391,8,319-771-5416,M4K3H4,ON
121 BALLIOL ST,12/9/88,TORONTO,Canada,rrimegx@nbcnews.com,Raddy,5/25/16,Rime,43.6978954,-79.3928892,424,1,678-369-3490,M4S1C2,ON
2816-260 WELLESLEY ST E,7/22/99,TORONTO,Canada,esheeresgy@chron.com,Erinna,10/18/16,Sheeres,43.6691593,-79.3718059,810,4,202-182-0679,M4X1G6,ON
1109-130 EGLINTON AVE E,7/24/96,TORONTO,Canada,dbeeckgz@jugem.jp,Dotty,2/11/16,Beeck,43.7080689,-79.3943759,878,3,904-566-1921,M4P2X9,ON
85 BELLHAVEN RD,10/23/96,TORONTO,Canada,dvandecappelleh0@chron.com,Debi,5/10/16,Van De Cappelle,43.6773032,-79.3132928,968,1,937-745-7695,M4L3J7,ON
214-110 UNITY RD,12/5/82,TORONTO,Canada,sbruinh1@china.com.cn,Shawn,1/4/16,Bruin,43.6778716,-79.3298347,585,9,408-534-6546,M4J5A9,ON
1509-77 HOWARD ST,2/6/87,TORONTO,Canada,tthoringtonh2@storify.com,Tammi,4/25/16,Thorington,43.6708529,-79.3727891,117,2,701-526-4740,M4X1J9,ON
1806-66 BROADWAY AVE,3/20/86,TORONTO,Canada,fwhiteleyh3@china.com.cn,Fonzie,5/14/17,Whiteley,43.7107632,-79.3953226,311,1,678-334-9900,M4P1T6,ON
104-5 ELM AVE,10/19/77,TORONTO,Canada,rtanzigh4@house.gov,Rodney,6/20/17,Tanzig,43.6741208,-79.3796774,354,2,901-113-5609,M4W1N1,ON
484 CHURCH STREET APARTMENT 1104,,TORONTO,,alonghursth5@com.com,Alexis,3/5/15,Longhurst,43.6631387,-79.3803537,643,,,M4Y2C7,ON
2310-240 WELLESLEY ST E,3/20/83,TORONTO,Canada,bbarkawayh6@google.com.au,Benita,7/22/15,Barkaway,43.6681993,-79.3717796,543,8,859-160-5578,M4X1G5,ON
31-200 ERSKINE AVE,11/17/89,TORONTO,Canada,hstintonh7@nytimes.com,Hestia,3/21/17,Stinton,43.7127992,-79.390828,288,1,817-703-0847,M4P1Z4,ON
33 EASTMOUNT  AVE APT 102,11/12/94,TORONTO,Canada,zbriarh8@wikispaces.com,Zechariah,1/25/17,Briar,43.6790897,-79.3616147,860,9,916-608-7714,M4K1V3,ON
1515-35 HAYDEN ST,4/18/87,TORONTO,Canada,kizchakih9@icq.com,Kris,5/22/17,Izchaki,43.6693997,-79.3847055,439,5,234-442-2948,M4Y3C3,ON
1001-6 PARK VISTA,3/10/82,TORONTO,Canada,rsandilandsha@columbia.edu,Raddie,2/20/16,Sandilands,43.6983087,-79.2985461,31,7,559-314-9364,M4B1A2,ON
1001-6 PARK VISTA,9/15/80,TORONTO,Canada,nlashbrookhb@shareasale.com,Norri,5/5/15,Lashbrook,43.6983087,-79.2985461,434,6,260-948-6830,M4B1A2,ON
95B SUMMERHILL AVE,3/28/91,TORONTO,Canada,jswanstonhc@goo.ne.jp,Jacki,12/11/17,Swanston,43.6837406,-79.388094,943,9,971-789-2763,M4T1B1,ON
1201-235 BLOOR ST E,4/1/83,TORONTO,Canada,hdemichelehd@dailymotion.com,Helenka,8/2/17,De Michele,43.6710833,-79.3807612,575,7,813-654-5279,M4W3Y3,ON
1201-235 BLOOR ST E,7/27/91,TORONTO,Canada,cgiovannaccihe@thetimes.co.uk,Currie,3/22/16,Giovannacci,43.6710833,-79.3807612,759,7,202-535-5999,M4W3Y3,ON
1009 LOGAN AVE,6/12/79,TORONTO,Canada,ibagenalhf@etsy.com,Ilaire,4/16/16,Bagenal,43.681393,-79.3503703,17,1,920-358-4822,M4K3E6,ON
40 DUGGAN AVE,6/27/84,TORONTO,Canada,glascellhg@ning.com,Gorden,12/27/16,Lascell,43.6936074,-79.3991193,357,10,702-407-4858,M4V1Y2,ON
229 CEDARVALE AVE,3/25/89,TORONTO,Canada,etribellhh@webmd.com,Ermanno,12/20/15,Tribell,43.6905119,-79.312614,784,7,904-240-8187,M4C4K3,ON
39 CURZON ST,5/5/83,TORONTO,Canada,ddwyerhi@prnewswire.com,Donelle,6/22/17,Dwyer,43.6642073,-79.3317539,384,5,713-372-6337,M4M3B3,ON
52 LAWRENCE AVE E,9/5/81,TORONTO,Canada,obambrahj@mozilla.org,Odetta,5/28/17,Bambra,43.7258931,-79.3993134,2,2,714-576-5992,M4N1S3,ON
52 LAWRENCE AVE E,12/16/95,TORONTO,Canada,lkeelehk@wix.com,Lynna,3/28/17,Keele,43.7258931,-79.3993134,163,5,786-643-1948,M4N1S3,ON
B10-83 ELM AVE,3/24/94,TORONTO,Canada,kgalierhl@wired.com,Konstance,6/7/16,Galier,43.6762991,-79.3739173,290,1,512-595-3204,M4W1P1,ON
43 DENVALE RD,7/19/79,EAST YORK,Canada,abriscoehm@storify.com,Avrom,1/2/17,Briscoe,43.7064657,-79.3187006,298,5,804-801-7282,M4B3B3,ON
71 CLARENDON AVE,1/25/91,TORONTO,Canada,adaybellhn@ox.ac.uk,Aeriela,6/22/15,Daybell,43.6825491,-79.4055235,448,2,619-980-4317,M4V1J2,ON
2004-10 HOGARTH AVE,4/12/89,TORONTO,Canada,mloughnanho@tuttocitta.it,Melodee,3/4/15,Loughnan,43.6736309,-79.355785,345,7,419-114-2190,M4K1J9,ON
1702 - 10 HOGARTH AVE,5/19/99,TORONTO,Canada,ntagghp@mediafire.com,Nikkie,6/9/16,Tagg,43.6736309,-79.355785,745,7,251-490-9102,M4K1J9,ON
305-4 GRANDSTAND PL,2/3/80,TORONTO,Canada,dgerglerhq@sbwire.com,Daune,8/26/17,Gergler,43.7040519,-79.3456419,254,2,563-352-1705,M4H1E3,ON
100 MERTON STREET APT 101,10/27/91,TORONTO,Canada,bboakeshr@oaic.gov.au,Blaire,4/11/15,Boakes,43.6970153,-79.3932872,822,3,559-934-2876,M4S3G1,ON
565 SHERBOURNE ST,8/21/97,TORONTO,Canada,gandreottihs@webeden.co.uk,Georgiana,2/15/16,Andreotti,43.6701773,-79.3756491,58,10,810-287-5647,M4X1W7,ON
1071 WOODBINE AVE #207,7/12/92,EAST YORK,Canada,bhuxleyht@theguardian.com,Byram,6/11/16,Huxley,43.6883279,-79.3137019,513,1,319-118-1133,M4C4C2,ON
664 GERRARD ST E,,TORONTO,,vslaughterhu@wufoo.com,Virgil,8/3/17,Slaughter,43.666211,-79.3499671,249,,,M4M1Y3,ON
1790 EGLINTON AVE EAST 912,9/13/91,TORONTO,Canada,fsilvermanhv@spotify.com,Freddy,3/3/17,Silverman,43.7260071,-79.3046458,29,2,802-437-4346,M4A2T3,ON
95 WOOD STREET APT 72,1/22/98,TORONTO,Canada,ljagielahw@buzzfeed.com,Lewes,9/9/15,Jagiela,43.6627857,-79.3786106,805,9,215-874-4189,M4Y2Z3,ON
3-574 KINGSTON RD,,TORONTO,,sbenfordhx@merriam-webster.com,Shea,11/5/16,Benford,43.6785697,-79.3006082,406,,,M4E1P9,ON
2727 YONGE ST #708,,TORONTO,,ltustinhy@nasa.gov,Lennie,6/2/17,Tustin,43.7174574,-79.4001373,860,,,M4N3R6,ON
2727 YONGE ST #708,,TORONTO,,lpalombihz@japanpost.jp,Lezlie,12/13/16,Palombi,43.7174574,-79.4001373,541,,,M4N3R6,ON
18 TINDER CRES UNIT 317,,NORTH YORK,,aongei0@acquirethisname.com,Adorne,6/27/16,Onge,43.7271577,-79.3080604,263,,,M4A1L4,ON
116 SIMPSON AVENUE,2/11/77,TORONTO,Canada,agallegoi1@telegraph.co.uk,Aubry,6/24/15,Gallego,43.6674999,-79.3480033,655,7,830-428-3350,M4K1A2,ON
307-678 BROADVIEW AVE,3/1/93,TORONTO,Canada,whellicari2@naver.com,Waldo,7/21/17,Hellicar,43.6744108,-79.3575096,512,7,512-651-1565,M4K2P2,ON
101 FURNIVAL RD,8/20/85,EAST YORK,Canada,ppidgeleyi3@senate.gov,Pebrook,11/3/16,Pidgeley,43.7114751,-79.3002213,703,4,505-199-2226,M4B1W6,ON
1182-7B PLEASANT BLVD,,TORONTO,,tlimoni4@kickstarter.com,Tarrah,2/5/15,Limon,43.6870453,-79.3931013,322,,,M4T1K2,ON
1405-77 HUNTLEY ST,9/1/87,TORONTO,Canada,stregensoei5@utexas.edu,Sherie,7/8/17,Tregensoe,43.6715547,-79.3787976,35,6,561-862-6827,M4Y2P3,ON
367 COXWELL AVE,4/19/89,TORONTO,Canada,krapii6@purevolume.com,Kameko,11/22/17,Rapi,43.6759311,-79.3203841,955,4,516-115-6063,M4L3B8,ON
404-136 BROADWAY AVENUE,4/9/98,TORONTO,Canada,hnappini7@friendfeed.com,Heda,7/11/17,Nappin,43.7112764,-79.3919783,725,8,206-414-2755,M4P1V6,ON
127 GAMBLE AVE,7/21/85,EAST YORK,Canada,lwhittami8@reference.com,Lezley,4/12/15,Whittam,43.6903678,-79.3483196,589,4,212-188-8179,M4J2P2,ON
32 HOGARTH AVE,,TORONTO,,fkinsetti9@shutterfly.com,Flory,3/24/16,Kinsett,43.6739403,-79.3543681,255,,,M4K1K1,ON
128 BOWOOD AVE,3/16/78,TORONTO,Canada,mgodfroyia@parallels.com,Maribel,6/20/15,Godfroy,43.7295355,-79.3991679,151,1,408-271-5813,M4N1Y5,ON
109 EDGEWOOD AVE,7/12/90,TORONTO,Canada,cswinerdib@constantcontact.com,Chiquia,1/9/16,Swinerd,43.6732302,-79.314507,403,6,402-679-6888,M4L3H2,ON
166 WILDWOOD CRES,12/5/76,TORONTO,Canada,dstovineic@senate.gov,Darnall,6/8/15,Stovine,43.6816457,-79.3116081,463,5,562-484-7693,M4L2K7,ON
106-2892 ST CLAIR EAST,10/4/81,TORONTO,Canada,klaingid@themeforest.net,Kelsey,9/6/15,Laing,43.7078805,-79.3023543,144,7,419-976-6287,M4B1N6,ON
88 ERSKINE AVE APT 2207,5/12/82,TORONTO,Canada,cyakovichie@shutterfly.com,Cammi,5/19/15,Yakovich,43.7123369,-79.3961331,900,9,916-196-1489,M4P1Y3,ON
2302-15 DUNDONALD ST,,TORONTO,,rlodeif@infoseek.co.jp,Raimund,2/25/16,Lode,43.6658263,-79.3839939,61,,,M4Y1K4,ON
10 INWOOD AVE,8/21/84,TORONTO,Canada,glawerenceig@domainmarket.com,Gertrudis,5/22/16,Lawerence,43.6849161,-79.3361503,475,10,719-765-7327,M4J3Y3,ON
461 RHODES AVE,1/11/93,TORONTO,Canada,tattiwillih@sciencedaily.com,Teriann,2/10/17,Attiwill,43.6769713,-79.321927,702,4,253-776-8674,M4L3A6,ON
303-3 GLENBURN AVE,2/20/95,TORONTO,Canada,fclatworthyii@hatena.ne.jp,Felicio,4/5/15,Clatworthy,43.7064821,-79.297188,937,2,907-885-6671,M4B2W8,ON
164 LANGFORD AVE,8/19/83,EAST YORK,Canada,respij@house.gov,Rusty,5/26/16,Esp,43.6839995,-79.3423791,273,4,304-300-0094,M4J3E6,ON
164 LANGFORD AVE,8/17/93,EAST YORK,Canada,kryderik@sohu.com,Kaitlin,8/22/16,Ryder,43.6839995,-79.3423791,937,7,209-680-4962,M4J3E6,ON
80 KIMBERLEY AVE,12/10/86,TORONTO,Canada,sislandil@europa.eu,Stuart,4/28/17,Island,43.6838865,-79.29874,105,10,757-171-0099,M4E2Z5,ON
594 HILLSDALE AVE E,,TORONTO,,mjessonim@printfriendly.com,Madlin,10/17/15,Jesson,43.7071032,-79.3802807,463,,,M4S1V2,ON
440 DUPLEX AVE,,TORONTO,,kroomesin@cargocollective.com,Kissie,9/22/16,Roomes,43.7081187,-79.4011229,163,,,M4R1V4,ON
80 ST CLAIR AVE EAST SUITE 2003,8/6/79,TORONTO,Canada,marchibouldio@ucsd.edu,Morena,5/10/16,Archibould,43.6891218,-79.3905453,220,5,254-865-1381,M4T1N6,ON
30 EDITH DRIVE #1111,6/13/91,TORONTO,Canada,wpitfordip@google.ca,Ware,5/24/15,Pitford,43.7065447,-79.4032794,85,4,704-196-4969,M4R1Y8,ON
35 HENNING AVE,11/16/81,TORONTO,Canada,cflawsiq@si.edu,Cathe,11/2/17,Flaws,43.7070323,-79.4016274,909,5,810-722-9835,M4R1X6,ON
35 HENNING AVE,4/19/91,TORONTO,Canada,bhumir@alibaba.com,Bebe,10/1/15,Hum,43.7070323,-79.4016274,844,1,910-973-0724,M4R1X6,ON
29 CHESTER HILL RD,12/14/86,TORONTO,Canada,gwebermannis@w3.org,Gideon,4/4/17,Webermann,43.6811149,-79.3606091,353,4,305-395-8580,M4K1X4,ON
501-65 THORNCLIFFE PARK DR,10/5/80,TORONTO,Canada,rwittsit@sourceforge.net,Regina,5/4/16,Witts,43.7035273,-79.3402932,215,5,919-519-2633,M4H1L2,ON
413-60 HOMEWOOD AVE,1/28/84,TORONTO,Canada,srobeconiu@themeforest.net,Salim,2/21/17,Robecon,43.664849,-79.375293,994,6,646-103-0089,M4Y2X4,ON
84 EDITH DRIVE,1/22/85,TORONTO,Canada,lheinishiv@gmpg.org,Lilah,8/27/15,Heinish,43.7081971,-79.4039029,140,6,317-187-6009,M4R1Z2,ON
138 SWEENEY DR,3/18/85,NORTH YORK,Canada,fmuzziiw@google.com.br,Faber,6/3/16,Muzzi,43.7339719,-79.3193312,326,8,360-284-1520,M4A1T9,ON
33 WOOD ST UNIT 3004,,TORONTO,,acremenix@biblegateway.com,Anderson,5/20/17,Cremen,43.6619349,-79.3814468,213,,,M4Y2P8,ON
8 BROWNING AVE,11/27/95,TORONTO,Canada,kablesoniy@i2i.jp,Kala,9/13/17,Ableson,43.6814151,-79.3566855,430,4,361-330-2433,M4K1V7,ON
1501 WOODBINE AVE 415,5/15/92,TORONTO,Canada,bshiriliz@patch.com,Benita,12/23/16,Shiril,43.6998917,-79.3180236,338,6,414-607-0456,M4C4H1,ON
4-1157 O'CONNOR DR,4/23/95,EAST YORK,Canada,tosullivanj0@cnbc.com,Teodorico,4/6/15,O' Sullivan,43.7118618,-79.3076814,896,5,716-898-4282,M4B2T5,ON
25 NORTBROOK RD,5/22/89,TORONTO,Canada,elonglandj1@cisco.com,Elyssa,9/24/16,Longland,43.6934134,-79.336986,721,2,559-124-9556,M4J4E9,ON
145 MEMORIAL PARK AVE,5/30/94,EAST YORK,Canada,tabramsonj2@facebook.com,Torie,8/12/16,Abramson,43.6913717,-79.331233,222,4,347-260-4652,M4J2K3,ON
145 MEMORIAL PARK AVE,3/7/95,EAST YORK,Canada,fleelj3@oakley.com,Freeman,10/18/17,Leel,43.6913717,-79.331233,581,5,910-518-4687,M4J2K3,ON
293KEEWATIN AVE,6/28/84,TORONTO,Canada,icobelloj4@cloudflare.com,Irvine,11/23/16,Cobello,43.7139017,-79.3904778,42,4,253-472-6142,M4P2A4,ON
23 BOWOOD AVE,5/26/90,TORONTO,Canada,aoakesj5@indiatimes.com,Audi,5/23/17,Oakes,43.7286146,-79.4022705,655,4,757-277-2063,M4N1Y3,ON
402-225 WELLESLEY ST E,11/26/77,TORONTO,Canada,ashadfourthj6@godaddy.com,Abby,2/26/17,Shadfourth,43.6673242,-79.3725736,328,1,336-263-2552,M4X1X8,ON
1049 GREENWOOD AVE,9/27/79,EAST YORK,Canada,sdanickj7@cbsnews.com,Sindee,11/19/17,Danick,43.6907885,-79.3360871,19,3,205-158-8629,M4J4E2,ON
1049 GREENWOOD AVE,4/17/93,EAST YORK,Canada,jcrosenj8@fc2.com,Janette,3/7/15,Crosen,43.6907885,-79.3360871,669,5,203-706-7178,M4J4E2,ON
203 -77DAVISVILLE AVE,9/4/77,TORONTO,Canada,aguittetj9@examiner.com,Andree,12/21/15,Guittet,43.6984224,-79.3937019,120,3,515-493-8501,M4S1G4,ON
207-36 THORNCLIFFE PARK DR,6/1/89,TORONTO,Canada,sgawkesja@amazon.de,Shawn,3/8/17,Gawkes,43.7024344,-79.3448271,378,3,863-734-5448,M4H1J8,ON
125 CHATSWORTH DRIVE,4/19/88,TORONTO,Canada,aebbinsjb@hatena.ne.jp,Aubine,11/28/17,Ebbins,43.7221708,-79.4103749,693,9,352-284-7039,M4R1S1,ON
5 HOWLAND ROAD,7/11/95,TORONTO,Canada,rdoodyjc@e-recht24.de,Robers,12/25/15,Doody,43.6669579,-79.3468299,321,5,601-214-5817,M4K2Z4,ON
10-75 HALSEY AVE,,EAST YORK,,hkinchinjd@buzzfeed.com,Hardy,11/12/17,Kinchin,43.6991494,-79.2977164,462,,,M4B1A8,ON
59 ISABELLA STREET 1005,11/27/98,TORONTO,Canada,mcosinje@alexa.com,Marie-jeanne,7/26/15,Cosin,43.6679536,-79.3825948,889,7,609-101-0700,M4Y1M9,ON
85 THORNCLIFFE PARK DR UNIT 2112,2/13/83,TORONTO,Canada,cdubockjf@theglobeandmail.com,Clayton,11/14/15,Dubock,43.7072062,-79.3412219,836,9,305-942-7016,M4H1L6,ON
817-140 ERSKINE AVE,6/5/92,TORONTO,Canada,sspilsburiejg@shutterfly.com,Sutherland,10/25/17,Spilsburie,43.7128484,-79.3939084,336,10,806-279-2542,M4P1Z2,ON
1556 QUEEN ST EAST APT 2,5/29/90,TORONTO,Canada,hhallowayjh@amazon.com,Hy,9/14/17,Halloway,43.6658479,-79.3194294,938,3,907-487-6394,M4L1E8,ON
187 GREENWOOD AVENUE,,TORONTO,,cclinchji@goodreads.com,Clarey,6/11/15,Clinch,43.6692388,-79.3270827,709,,,M4L2P8,ON
1037 GREENWOOD AVE,1/25/89,EAST YORK,Canada,ssleetjj@com.com,Saxon,3/18/17,Sleet,43.6900889,-79.335819,329,7,616-425-2042,M4J4C9,ON
203 ERSKINE AVE,10/25/80,TORONTO,Canada,hjerramsjk@loc.gov,Hall,4/8/16,Jerrams,43.712641,-79.3906508,936,7,720-974-8856,M4P1Z5,ON
203 ERSKINE AVE,12/6/94,TORONTO,Canada,jseejl@soup.io,Jammal,8/13/15,See,43.712641,-79.3906508,31,3,801-508-2524,M4P1Z5,ON
25 PARKWOOD AVE,4/8/97,TORONTO,Canada,mpostgatejm@xinhuanet.com,Mamie,5/19/15,Postgate,43.6865413,-79.4096606,667,1,757-739-1901,M4V2W9,ON
1004 OCONNOR DRIVE APT 304,4/11/80,TORONTO,Canada,vcerithjn@yandex.ru,Viv,12/5/15,Cerith,43.7093157,-79.3102703,922,9,713-154-1950,M4B2T3,ON
193 CHISHOLM AVE,,TORONTO,,dolnerjo@senate.gov,Dianne,12/3/15,Olner,43.6932425,-79.3050566,342,,,M4C4V9,ON
256 MILVERTON BLVD,11/16/94,TORONTO,Canada,sbornejp@bing.com,Sloane,7/24/17,Borne,43.6852745,-79.3318402,464,9,772-627-2529,M4J1V5,ON
549 DONLANDS AVENUE BSMT,6/18/97,EAST YORK,Canada,gishamjq@soundcloud.com,Glenn,9/17/17,Isham,43.6971464,-79.348309,606,3,501-348-3852,M4J3S4,ON
232 WOODMOUNT AVE,3/27/95,TORONTO,Canada,dfuentejr@ebay.com,Darby,12/15/16,Fuente,43.6933383,-79.3189682,886,5,209-899-7477,M4C3Z8,ON
232 WOODMOUNT AVE,8/18/77,EAST YORK,Canada,mfolliottjs@shop-pro.jp,Marabel,7/3/17,Folliott,43.6933383,-79.3189682,692,7,517-135-6771,M4C3Z8,ON
2507-565 SHERBOURNE ST,11/8/88,TORONTO,Canada,wlamdinjt@cyberchimps.com,Wilow,10/8/16,Lamdin,43.6701773,-79.3756491,733,6,806-964-9527,M4X1W7,ON
6 HALKIN CRES,9/14/84,NORTH YORK,Canada,mtoozeju@state.gov,Miner,7/10/16,Tooze,43.7294006,-79.3112135,871,1,713-612-1827,M4A1M7,ON
2738 ST CLAIR AVE E,5/21/77,TORONTO,Canada,jfrankishjv@ycombinator.com,Janek,8/18/16,Frankish,43.7064853,-79.3090051,453,3,831-159-2102,M4B1M7,ON
35 THORNCLIFFE PARK DR SUIT   414,10/3/84,EAST YORK,Canada,otoffanellijw@tiny.cc,Ozzy,9/12/15,Toffanelli,43.7021705,-79.344974,502,9,973-923-1035,M4H1J3,ON
2844 DANFORTH AVE APT#1,9/19/94,TORONTO,Canada,pdiboldijx@ow.ly,Purcell,7/10/16,Di Boldi,43.6897539,-79.2954535,902,2,305-846-7008,M4C1M1,ON
809-70 DUNFIELD AVE,1/26/81,TORONTO,Canada,sbrendjy@businessinsider.com,Stern,4/2/15,Brend,43.7066773,-79.395461,514,10,515-286-4835,M4S3A4,ON
1420 VICTORIA PARK AVENUE APT 633,12/21/96,TORONTO,Canada,nmaultbyjz@surveymonkey.com,Nelly,3/19/15,Maultby,43.7214726,-79.3023557,614,7,847-475-1135,M4A2P7,ON
650 PARLIAMENT STREET    APT-1911,7/4/94,TORONTO,Canada,bcalleark0@tuttocitta.it,Blanca,9/7/16,Callear,43.6697615,-79.3704028,716,3,304-468-5227,M4X1R3,ON
104 GLENWOOD CRESCENT,5/29/81,TORONTO,Canada,gsiccombek1@auda.org.au,Granger,12/2/17,Siccombe,43.7029206,-79.3130048,237,2,918-330-6888,M4B1K2,ON
17 HOMEWOOD AVE APART 202,1/1/82,TORONTO,Canada,wevennettk2@shinystat.com,Westbrook,6/8/17,Evennett,43.6637317,-79.374536,387,6,210-267-7871,M4Y2J7,ON
306 - 20 COSBURN AVE,3/8/83,EAST YORK,Canada,dguestek3@slideshare.net,Dodi,12/3/15,Gueste,43.6886797,-79.3541384,846,2,901-521-7148,M4K2E7,ON
14 LEUTY AVE,11/20/95,TORONTO,Canada,chavek4@multiply.com,Clementia,8/18/17,Have,43.6676727,-79.2955096,755,10,720-562-7272,M4E2R3,ON
127 SOUDAN AVE,12/28/80,TORONTO,Canada,rhornbucklek5@multiply.com,Ralf,6/9/17,Hornbuckle,43.7050486,-79.3934042,247,10,405-845-1840,M4S1V5,ON
253 WELLESLEY STREET EAST UNIT 5,1/5/93,TORONTO,Canada,thamberk6@vinaora.com,Tabbatha,8/4/16,Hamber,43.6675909,-79.3714644,402,5,847-886-1265,M4X1G8,ON
323-1000 MOUNT PLEASANT RD,,TORONTO,,twoank7@columbia.edu,Thekla,3/25/15,Woan,43.7132873,-79.3923304,117,,,M4P2M2,ON
37 GOLFVIEW AVE,10/27/92,TORONTO,Canada,cneubiggingk8@marriott.com,Carrie,9/9/15,Neubigging,43.6773266,-79.3066726,793,10,502-409-1650,M4E2J9,ON
7 SALISBURY AVE,7/22/87,TORONTO,Canada,nbircherk9@statcounter.com,Nevsa,8/6/17,Bircher,43.6668849,-79.3670176,802,1,970-639-4968,M4X1C3,ON
508 DAWES ROAD APT 103,3/13/86,TORONTO,Canada,dsulleyka@huffingtonpost.com,Darci,1/7/15,Sulley,43.7040299,-79.2983984,883,10,213-466-9463,M4B2G3,ON
906-100 GAMBLE AVE,9/30/77,TORONTO,Canada,mbuerkb@sciencedaily.com,Micaela,9/10/17,Buer,43.6904078,-79.3506237,310,8,303-277-5508,M4K2H2,ON
60 GARNOCK AVE,10/3/81,TORONTO,Canada,cblemenkc@thetimes.co.uk,Celka,7/25/17,Blemen,43.6765153,-79.3497316,261,10,440-870-8829,M4K1M2,ON
35 MERTON ST UNIT 1008,12/2/82,TORONTO,Canada,mstoditkd@studiopress.com,Malissa,9/25/17,Stodit,43.6961596,-79.394817,145,2,814-625-7591,M4S3G4,ON
49 THORNCLIFFE PARK DR 309,9/1/83,EAST YORK,Canada,rgirtke@tiny.cc,Reba,10/19/15,Girt,43.7019693,-79.3423033,559,3,619-773-9304,M4H1J6,ON
745 SAMMON AVE,9/4/99,EAST YORK,Canada,cjinkinskf@whitehouse.gov,Collin,4/2/15,Jinkins,43.6896944,-79.32069,253,5,619-742-8071,M4C2E3,ON
135 CEDARVALE AVE,5/10/85,TORONTO,Canada,bgarriochkg@vistaprint.com,Bertie,10/21/16,Garrioch,43.6877253,-79.3113334,575,3,760-593-9355,M4C4J9,ON
75EASTDALEAVE APT1402,10/2/79,TORONTO,Canada,bchetwindkh@friendfeed.com,Bartram,7/5/16,Chetwind,43.695124,-79.3002862,113,9,502-609-4132,M4C5N3,ON
49 TISDALE AVENUE,1/28/91,TORONTO,Canada,scoarserki@comcast.net,Sibyl,7/21/15,Coarser,43.7227841,-79.306938,879,5,615-691-5760,M4A1Y6,ON
322-1835 BAYVIEW AVE,1/28/83,TORONTO,Canada,lecklykj@rediff.com,Lura,3/2/16,Eckly,43.7131403,-79.3770564,390,9,850-180-0047,M4G3E3,ON
65 CRESCENT ROAD,10/2/83,TORONTO,Canada,spopelaykk@mapquest.com,Sollie,11/27/17,Popelay,43.6774292,-79.3854676,18,1,212-860-7264,M4W1T6,ON
33 LONSDALE RD,,TORONTO,,cmawfordkl@wisc.edu,Concordia,7/4/16,Mawford,43.691632,-79.3978767,317,,,M4V1W4,ON
